company_linkedin_tag,linkedin_url,name,domain,website,segment,icp_confidence,tier,size_band,employees_on_linkedin,industry,company_type,founded_year,hq_city,hq_state,hq_country,payroll_evidence,hiring_payroll_roles,sources
orcomuk,https://www.linkedin.com/company/orcomuk,ORCOM UK,civvals.co.uk,http://www.orcomcivvals.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,1960,West End,England,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike
ookkee,https://www.linkedin.com/company/ookkee,Ookkee,ookkee.co.uk,https://www.ookkee.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2016,Poole,Dorset,GB,bookkeeping,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll bureau::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
civvals,https://www.linkedin.com/company/civvals,Orcom Uk,orcomcivvals.co.uk,https://orcomcivvals.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,London,England,GB,chartered accountants; accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
pkbaccountants,https://www.linkedin.com/company/pkbaccountants,PKB Accountants,pkb.co.uk,https://www.pkb.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Financial Services,Privately Held,1970,Crowthorne,England,GB,accountants; chartered certified,-,aiark-lookalike; kw::chartered certified accountants::GB; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
penneys-accountancy,https://www.linkedin.com/company/penneys-accountancy,Penney's Accountancy Ltd,penneysaccountancy.co.uk,http://penneysaccountancy.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,SELF_OWNED,2015,Farnborough,Hampshire,GB,accountants; accountancy; bookkeeping; accounting services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
petticoat-management-team-limited,https://www.linkedin.com/company/petticoat-management-team-limited,Petticoat Management Team Limited,petticoatmanagement.co.uk,https://petticoatmanagement.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Accounting,Private,-,Gloucester,England,GB,payroll bureau; managed payroll; outsourced payroll,-,discolike::bureau-practice; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::managed payroll::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll bureau::United Kingdom; pros-kw::payroll services::United Kingdom
platt-rushton-llp-accountants,https://www.linkedin.com/company/platt-rushton-llp-accountants,Platt Rushton LLP Accountants,plattrushton.co.uk,https://www.plattrushton.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Privately Held,1989,Leigh on Sea,Essex,GB,accountants; bookkeeping,-,aiark-lookalike; ind::Accounting::GB; pros-ind::Accounting::United Kingdom
playworks-childcare-ltd,https://www.linkedin.com/company/playworks-childcare-ltd,Playworks Childcare,playworks-childcare.co.uk,https://playworks-childcare.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Education Administration Programs,Non Profit,-,-,-,GB,payroll services,-,pros-kw::payroll services::United Kingdom
prodriveit,https://www.linkedin.com/company/prodriveit,Pro Drive IT,prodriveit.co.uk,https://prodriveit.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,"Technology, Information and Internet",Private,-,Woking,England,GB,accountancy,-,pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom
rdp-accountants,https://www.linkedin.com/company/rdp-accountants,RDP Accountants,rdpaccountants.co.uk,http://www.rdpaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PUBLIC_COMPANY,1993,Ipswich,Suffolk,GB,accountants; chartered certified,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
rai-associates-ltd,https://www.linkedin.com/company/rai-associates-ltd,Rai Associates,rayassociates.com,https://raiandassociates.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Legal Services,Private,-,Luton,England,GB,accounting firm,-,pros-kw::payroll services::United Kingdom
rangewell,https://www.linkedin.com/company/rangewell,Rangewell,rangewell.com,https://rangewell.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Financial Services,Private,-,London,England,GB,accountancy,-,pros-ind::Financial Services::United Kingdom
rehncy-shaheen,https://www.linkedin.com/company/rehncy-shaheen,Rehncy Shaheen,rehncyshaheen.com,http://rehncyshaheen.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,-,-,London,-,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
rizwa-training,https://www.linkedin.com/company/rizwa-training,Rizwa Training,rizwatraining.com,https://www.rizwatraining.com,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Higher Education,Educational,-,London,-,GB,payroll administration,-,kw::payroll administration::GB
rotherham-taylor-chartered-accountants-&-registered-auditors,https://www.linkedin.com/company/rotherham-taylor-chartered-accountants-&-registered-auditors,Rotherham Taylor Chartered Accountants & Registered Auditors,rtaccountants.co.uk,http://www.rtaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,-,Preston,Lancashire,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
sjc-bookkeeping,https://www.linkedin.com/company/sjc-bookkeeping,SJC Finance Team,sjc-bookkeeping.com,https://sjc-bookkeeping.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,London,England,GB,bookkeeping,-,pros-ind::Accounting::United Kingdom
smh-sheards,https://www.linkedin.com/company/smh-sheards,SMH Sheards Accountants,sheards.co.uk,http://www.sheards.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,1903,Huddersfield,West Yorkshire,GB,accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
emw-stax,https://www.linkedin.com/company/emw-stax,STax | EMW Law,emwstax.com,https://emwstax.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,-,-,GB,accountants,-,pros-ind::Accounting::United Kingdom
seavorchartered,https://www.linkedin.com/company/seavorchartered,SeavorChartered,seavorchartered.co.uk,https://www.seavorchartered.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2014,Carlisle,Cumbria,GB,accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::CIS payroll::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
shamrock-accounting-tax-and-payroll,https://www.linkedin.com/company/shamrock-accounting-tax-and-payroll,"Shamrock Accounting, Tax and Payroll Limited UK and Ireland",imshamrock.com,https://www.imshamrock.com,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Accounting,Privately Held,2015,Dublin 11,-,IE,payroll bureau; outsourced payroll; payroll services,-,aiark-lookalike; pros-ind::Accounting::Ireland; pros-kw::payroll services::Ireland; unknown
sonai,https://www.linkedin.com/company/sonai,Sonai - Xero Certified Accountants,-,https://sonai.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,London,England,GB,accountants; accountancy; accountancy services,-,pros-ind::Accounting::United Kingdom
sproull-&-co-,https://www.linkedin.com/company/sproull-&-co-,Sproull &,sproull.co.uk,https://sproull.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Public,-,Ruislip,England,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
starbox-accountants,https://www.linkedin.com/company/starbox-accountants,Starbox Accountants,starbox.co.uk,https://starboxaccountants.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Brighton,England,GB,accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom
suffolk-tax-accountants-ltd,https://www.linkedin.com/company/suffolk-tax-accountants-ltd,Suffolk Tax Accountants Ltd,suffolk.tax,http://www.suffolk.tax,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2021,Hadleigh,Suffolk,GB,accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom
surrey-hills-accountancy-limited,https://www.linkedin.com/company/surrey-hills-accountancy-limited,Surrey Hills Accountancy,surreyhillsaccountancy.co.uk,https://sha.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Guildford,England,GB,accountancy practice; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
tlp-chartered-accountants,https://www.linkedin.com/company/tlp-chartered-accountants,TLP Chartered Accountants,tennantland.co.uk,http://www.tennantland.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PARTNERSHIP,2000,Harrogate,North Yorkshire,GB,chartered accountants; accountants; accounting services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
tax-affinity-accountants-ltd,https://www.linkedin.com/company/tax-affinity-accountants-ltd,Tax Affinity Accountants Ltd,taxaffinity.com,http://www.taxaffinity.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PUBLIC_COMPANY,2012,Kingston Upon Thames,London,GB,accountants; accountancy; bookkeeping; accountancy services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
the-numbers-studio,https://www.linkedin.com/company/the-numbers-studio,The Numbers Studio,numbers.studio,http://www.numbersstudio.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2014,Brighton,England,GB,accountants; bookkeeping,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom
thompson-elphick-limited,https://www.linkedin.com/company/thompson-elphick-limited,Thompson Elphick Limited,thompsonelphick.co.uk,https://thompsonelphick.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Aylesford,England,GB,accountants; bookkeeping; chartered certified,-,pros-ind::Accounting::United Kingdom
tish-leibovitch,https://www.linkedin.com/company/tish-leibovitch,Tish Leibovitch,tishleibovitch.co.uk,https://tishleibovitch.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Individual and Family Services,Private,-,Ilford,England,GB,accountants; bookkeeping; accounting services,-,pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom
try-lunn-&-co,https://www.linkedin.com/company/try-lunn-&-co,Try Lunn & Co,trylunn.co.uk,http://www.trylunn.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PARTNERSHIP,1879,Hull,-,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
uk-cloud-accountants,https://www.linkedin.com/company/uk-cloud-accountants,UK Cloud Accountants,-,https://cloudaccountants.co,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,-,-,GB,accountants; accountancy; bookkeeping,-,pros-ind::Accounting::United Kingdom
vantage-accounting,https://www.linkedin.com/company/vantage-accounting,Vantage Accounting,vantage-accounting.co.uk,https://vantage-accounting.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,1995,"Wimborne, Dorset, United Kingdom",Dorset,GB,accountants; accounting services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
venton-ltd,https://www.linkedin.com/company/venton-ltd,Venton,ventonltd.co.uk,https://ventonltd.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Private,-,Newquay,England,GB,accountancy practice; accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom
verveaccountancy,https://www.linkedin.com/company/verveaccountancy,Verve Accountancy,verveaccountancy.co.uk,http://www.verveaccountancy.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2012,Morecambe,Lancashire,GB,payroll services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom
whyfield,https://www.linkedin.com/company/whyfield,Whyfield,whyfield.co.uk,https://www.whyfield.co.uk/about-whyfield-accounting-services,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Privately Held,2014,Truro,Cornwall,GB,accountancy; bookkeeping,payroll administrator,aiark-lookalike; jobs::payroll administrator; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
wilkins-southworth,https://www.linkedin.com/company/wilkins-southworth,Wilkins Southworth,wilkinssouthworth.co.uk,http://www.wilkinssouthworth.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PARTNERSHIP,1993,London,-,GB,accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
xpact-financial-accountants-and-management-consultants,https://www.linkedin.com/company/xpact-financial-accountants-and-management-consultants,XPACT Financial Accountants and Management consultants,-,https://xpact.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,Public,-,London,England,GB,accountants,-,pros-ind::Accounting::United Kingdom
zmartly,https://www.linkedin.com/company/zmartly,Zmartly,zmartly.co.uk,http://zmartly.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,15,Accounting,PRIVATELY_HELD,2018,London,England,GB,accounting services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll solutions::United Kingdom; pros-kw::payroll::United Kingdom
