company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
Octagos,https://www.linkedin.com/company/octagoshealthinc,octagos.com,Hospitals and Health Care,Privately Held,201-500,168,2020,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Outcome Health,https://www.linkedin.com/company/outcomehealth,outcomehealth.com,IT Services and IT Consulting,Privately Held,201-500,58,2006,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Solera Health,https://www.linkedin.com/company/solera-health,soleranetwork.com,Hospitals and Health Care,Privately Held,51-200,169,2015,Phoenix,Arizona,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Brackets,https://www.linkedin.com/company/bracketsltd,bracketsltd.com,Software Development,Privately Held,51-200,70,2017,Clovis,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
cPacket,https://www.linkedin.com/company/cpacketnetworks,cpacket.com,Software Development,Privately Held,51-200,156,2007,Milpitas,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
iCAD,https://www.linkedin.com/company/icad,icadmed.com,Hospitals and Health Care,Public Company,51-200,339,1984,Nashua,New Hampshire,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ViitorCloud Technologies,https://www.linkedin.com/company/viitorcloud,viitorcloud.com,Technology; Information and Internet,Privately Held,201-500,224,2011,Herndon,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
IRT group @ AI Institute of South Carolina,https://www.linkedin.com/company/aiisc,aiisc.ai,Software Development,Educational Institution,51-200,85,2019,Columbia,South Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SweatWorks,https://www.linkedin.com/company/sweatworks,sweatworks.com,Software Development,Privately Held,51-200,64,2012,Arlington,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Rapidops Inc.,https://www.linkedin.com/company/rapidops-inc,rapidops.com,IT Services and IT Consulting,Privately Held,201-500,322,2008,Charlotte,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AcuityMD,https://www.linkedin.com/company/acuitymd,acuitymd.com,Software Development,Privately Held,201-500,291,-,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Eden,https://www.linkedin.com/company/edenmed-ai,evacenter.com,Artificial Intelligence,Privately Held,201-500,525,2016,Palo Alto,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Gryphon Investors,https://www.linkedin.com/company/gryphon-investors,gryphoninvestors.com,Venture Capital and Private Equity Principals,Partnership,51-200,237,1995,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Accuhealth is Now Tellihealth,https://www.linkedin.com/company/accurpm,accuhealth.tech,Hospitals and Health Care,Privately Held,201-500,155,2018,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Savannah Technical College,https://www.linkedin.com/school/savannahtech,savannahtech.edu,Higher Education,Educational Institution,201-500,554,1929,Savannah,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Evidation,https://www.linkedin.com/company/evidation-health,evidation.com,Technology; Information and Media,Privately Held,51-200,90,2012,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Sigma Design,https://www.linkedin.com/company/sigma-design,sigmadzn.com,Design Services,Privately Held,201-500,325,1994,Camas,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"MCRA, an IQVIA business",https://www.linkedin.com/company/mcra,mcra.com,Medical Equipment Manufacturing,Privately Held,51-200,251,2004,Washington,District of Columbia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
NFW,https://www.linkedin.com/company/nfwtech,nfw.earth,Textile Manufacturing,Privately Held,201-500,146,2015,Peoria,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ForeFront ☁,https://www.linkedin.com/company/forefrontcorp,forefrontcorp.com,IT Services and IT Consulting,Privately Held,51-200,70,1997,Fair Haven,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OnBoard,https://www.linkedin.com/company/onboardmeetings,onboardmeetings.com,Software Development,Privately Held,201-500,255,2003,Indianapolis,Indiana,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
T Levels,https://www.linkedin.com/company/t-levels,tlevels.gov.uk,Government Administration,Government Agency,51-200,20,2020,-,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Highwire,https://www.linkedin.com/company/teamhighwire,highwirepr.com,Marketing Services,Privately Held,201-500,253,-,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AIMDek Technologies Inc.,https://www.linkedin.com/company/aimdek-technologies,aimdek.com,IT Services and IT Consulting,Privately Held,51-200,67,2014,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OptraSCAN,https://www.linkedin.com/company/optrascan,optrascan.com,Medical Equipment Manufacturing,Privately Held,51-200,64,2017,San Jose,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Infinite Uptime,https://www.linkedin.com/company/infinite-uptime,infinite-uptime.com,Software Development,Privately Held,201-500,363,2016,Alpharetta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Qualmission LLC,https://www.linkedin.com/company/qualmission,qualmission.com,IT Services and IT Consulting,Privately Held,51-200,20,-,Pflugerville,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CognitiveScale,https://www.linkedin.com/company/cognitivescale,cognitivescale.com,Software Development,Privately Held,51-200,28,2013,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mobiz IT,https://www.linkedin.com/company/mobizinc,mobizinc.com,IT Services and IT Consulting,Privately Held,51-200,178,2008,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"L-Nutra, Inc",https://www.linkedin.com/company/lnutra,l-nutra.com,Wellness and Fitness Services,Privately Held,51-200,64,2009,Los Angeles,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Winfomi,https://www.linkedin.com/company/winfomi,winfomi.com,IT Services and IT Consulting,Partnership,51-200,50,2021,Monmouth Junction,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Memora Health,https://www.linkedin.com/company/memora-health,memorahealth.com,Hospitals and Health Care,Privately Held,51-200,22,2017,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Daily Mail US,https://www.linkedin.com/company/dailymail-com,dailymail.com,Internet Publishing,Public Company,51-200,182,-,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Sg2,https://www.linkedin.com/company/sg2,sg2.com,Hospitals and Health Care,Privately Held,201-500,229,2001,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Method Communications,https://www.linkedin.com/company/method-communications,methodcommunications.com,Marketing Services,Privately Held,51-200,123,2010,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
LQ Digital,https://www.linkedin.com/company/lqdigital,lqdigital.com,Marketing Services,Privately Held,201-500,173,2006,West Hollywood,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Covera Health,https://www.linkedin.com/company/covera-health,coverahealth.com,Technology; Information and Internet,Privately Held,51-200,104,2017,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Hello Alpha,https://www.linkedin.com/company/helloalphamd,helloalpha.com,Hospitals and Health Care,Privately Held,51-200,83,2017,Palo Alto,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Wellable,https://www.linkedin.com/company/wellable,wellable.co,Wellness and Fitness Services,Privately Held,51-200,88,2013,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Aduro,https://www.linkedin.com/company/adurolife,adurolife.com,Hospitals and Health Care,Privately Held,201-500,201,2007,Redmond,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Azeemi Technologies,https://www.linkedin.com/company/azeemi-technologies,azeemi-tech.com,IT Services and IT Consulting,Privately Held,201-500,123,2003,New York,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Kitrum,https://www.linkedin.com/company/kitrum,kitrum.com,Software Development,Privately Held,51-200,168,2014,Tampa,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
MedeAnalytics,https://www.linkedin.com/company/medeanalytics-inc,medeanalytics.com,Software Development,Privately Held,201-500,334,1993,Richardson,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Glooko,https://www.linkedin.com/company/glooko,glooko.com,Hospitals and Health Care,Privately Held,51-200,239,2010,Palo Alto,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BAHAMA Consulting,https://www.linkedin.com/company/bahama-consulting,bahama-consulting.com,IT Services and IT Consulting,Privately Held,51-200,39,2002,Eagan,Minnesota,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
IQM Corporation,https://www.linkedin.com/company/iqm-corporation,iqm.com,Advertising Services,Privately Held,51-200,157,2014,Manhasset,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Hakkōda, an IBM Company",https://www.linkedin.com/company/hakkoda,hakkoda.io,Business Consulting and Services,Privately Held,201-500,297,2021,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Papa & Barkley,https://www.linkedin.com/company/papaandbarkley,papaandbarkley.com,Manufacturing,Privately Held,201-500,69,-,Los Angeles,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
World of Dance,https://www.linkedin.com/company/worldofdance,worldofdance.com,"Arts, spectacles et activités récréatives",Privately Held,51-200,825,2009,Fullerton,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Vue.ai by M2P,https://www.linkedin.com/company/vue-ai,vue.ai,Software Development,Privately Held,201-500,37,2016,Redwood City,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DataQ Health,https://www.linkedin.com/company/dataqhealth,dataqhealth.com,Technology; Information and Media,Privately Held,201-500,171,2017,Lewisville,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AMC Health,https://www.linkedin.com/company/amc-health,amchealth.com,Hospitals and Health Care,Privately Held,201-500,288,2002,New York City,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ibex Medical Analytics,https://www.linkedin.com/company/ibexmedicalanalytics,ibex-ai.com,Hospitals and Health Care,Privately Held,51-200,99,2016,Brookline,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Bicycle Health,https://www.linkedin.com/company/bicyclehealth,bicyclehealth.com,Hospitals and Health Care,Privately Held,201-500,240,2017,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Health and Safety Council®,https://www.linkedin.com/company/healthandsafetycouncil,hasc.com,Oil and Gas,Nonprofit,201-500,227,1990,Pasadena,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CloudMetic,https://www.linkedin.com/company/cloudmetic,cloudmetic.com,IT Services and IT Consulting,Privately Held,51-200,65,2021,New Rochelle,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Amco IT Systems,https://www.linkedin.com/company/amco-it-system,linkedin.com,IT Services and IT Consulting,Sole Proprietorship,51-200,38,2007,Plano,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
THREAD,https://www.linkedin.com/company/threadresearch,threadresearch.com,Biotechnology Research,Privately Held,51-200,138,2012,Cary,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Inferenz,https://www.linkedin.com/company/inferenz-tech,inferenz.ai,IT Services and IT Consulting,Privately Held,51-200,149,2019,Round Rock,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Meru Health,https://www.linkedin.com/company/meru-health,meruhealth.com,Mental Health Care,Privately Held,51-200,139,2016,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Prescryptive Health, Inc.",https://www.linkedin.com/company/prescryptive,prescryptive.com,Information Technology and Services,Privately Held,201-500,139,2017,Redmond,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Spectro Cloud,https://www.linkedin.com/company/spectro-cloud,spectrocloud.com,Software Development,Privately Held,201-500,307,2019,San Jose,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mobio Solutions Inc.,https://www.linkedin.com/company/mobiosolutions,mobiosolutions.com,IT Services and IT Consulting,Privately Held,51-200,60,2015,Wilmington,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Avaamo,https://www.linkedin.com/company/avaamo,avaamo.ai,Software Development,Privately Held,201-500,137,2014,Los Altos,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Vibrent Health,https://www.linkedin.com/company/vibrent-health,vibrenthealth.com,IT Services and IT Consulting,Privately Held,51-200,102,-,Fairfax,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Eleanor Health,https://www.linkedin.com/company/eleanorhealth,eleanorhealth.com,Hospitals and Health Care,Privately Held,201-500,154,2019,Worcester,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Vive,https://www.linkedin.com/company/theviveevent,viveevent.com,Events Services,Privately Held,51-200,38,-,New York City,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Concord Technologies,https://www.linkedin.com/company/concordtechusa,concord.net,Software Development,Privately Held,51-200,469,-,Seattle,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DreamSoft4u IT Solution Simplified,https://www.linkedin.com/company/dreamsoft4u,dreamsoft4u.com,IT Services and IT Consulting,Privately Held,51-200,104,2003,Corona,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
